id,parameter_data_id,covidence_id,pathogen,parameter_type,parameter_value,exponent,parameter_unit,parameter_lower_bound,parameter_upper_bound,parameter_value_type,parameter_uncertainty_single_value,parameter_uncertainty_singe_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_uncertainty_type,cfr_ifr_numerator,cfr_ifr_denominator,distribution_type,distribution_par1_value,distribution_par1_type,distribution_par1_uncertainty,distribution_par2_value,distribution_par2_type,distribution_par2_uncertainty,method_from_supplement,method_moment_value,cfr_ifr_method,method_r,method_disaggregated_by,method_disaggregated,method_disaggregated_only,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,population_sex,population_sample_type,population_group,population_age_min,population_age_max,population_sample_size,population_country,population_location,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,genome_site,genomic_sequence_available,other_delay_start,other_delay_end,inverse_param,parameter_from_figure,r_pathway,parameter_class,parameter_bounds,comb_uncertainty_type,comb_uncertainty
b49c69603aced73283cfaee7079d86e5,6870ddd752e7e4cd67211cd8a62783dd,1012,Lassa mammarenavirus,Seroprevalence - IgG,20.0,0.0,Percentage (%),,,Unspecified,,,,,,,,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Both,Population based,General population,18.0,53.0,50.0,Côte d'Ivoire,"Abidjan, Northeastern Region",,,,,,,,False,,,False,False,,Seroprevalence,,,
b49c69603aced73283cfaee7079d86e5,df8e7d5ddb67482aba859cf0e1d5e36c,1012,Lassa mammarenavirus,Seroprevalence - IgG,3.8,0.0,Percentage (%),,,Unspecified,,,,,,,,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Both,Population based,General population,18.0,53.0,480.0,Ghana,"Tamale, Agogo, Kumasi",,,,,,,,False,,,False,False,,Seroprevalence,,,
b49c69603aced73283cfaee7079d86e5,3b0ba21dcf85edcb18e4bcb5fb9b7e73,1012,Lassa mammarenavirus,Seroprevalence - IgG,9.9,0.0,Percentage (%),,,Unspecified,,,,,,,,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Both,Population based,General population,18.0,53.0,101.0,Benin,Central Region,,,,,,,,False,,,False,False,,Seroprevalence,,,
b49c69603aced73283cfaee7079d86e5,4e5ae36c7e6df06eaba89951d99c7962,1012,Lassa mammarenavirus,Seroprevalence - IgG,10.3,0.0,Percentage (%),,,Unspecified,,,,,,,,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Both,Population based,General population,18.0,53.0,116.0,Nigeria,Southeast,,,,,,,,False,,,False,False,,Seroprevalence,,,
c976936c0d69d6e24f62becdb76de4d0,a3933c3b7dc363f64cc4119afe84da93,1033,Lassa mammarenavirus,Severity - case fatality rate (CFR),29.0,0.0,Percentage (%),,,Unspecified,,,,,,,,,,,False,,,False,False,Endemic,Unspecified,,,False,False,,,,,,Unspecified,Hospital based,Persons under investigation,,,25.0,Nigeria,"Edo North, Central Senatorial District Of Edo State",,Nov 11,2005.0,,Feb 02,2008.0,,False,,,False,False,,Severity,,,
c976936c0d69d6e24f62becdb76de4d0,143db1cb76d77868f0c9b327a565de11,1033,Lassa mammarenavirus,Seroprevalence - IgG,1.8,0.0,Percentage (%),,,Unspecified,,,,,,8.0,451.0,,,,False,,,False,False,Endemic,,,,False,False,,,,,,Unspecified,Hospital based,Persons under investigation,,,451.0,Nigeria,"Edo North, Central Senatorial District Of Edo State",,,,,,,,False,,,False,False,,Seroprevalence,,,
c976936c0d69d6e24f62becdb76de4d0,39514a5fca8193c04dd3f498e8aa74ed,1033,Lassa mammarenavirus,Seroprevalence - IgM,0.0,0.0,Percentage (%),,,Unspecified,,,,,,0.0,451.0,,,,False,,,False,False,Endemic,,,,False,False,,,,,,Unspecified,Hospital based,Persons under investigation,,,451.0,Nigeria,"Edo North, Central Senatorial District Of Edo State",,,,,,,,False,,,False,False,,Seroprevalence,,,
dbb523fa544a0bb81d6efea78c5fcba7,0ac0f309749edeb04ed2c382f1eae005,1080,Lassa mammarenavirus,Severity - case fatality rate (CFR),61.0,0.0,Percentage (%),29.0,87.0,Unspecified,,,,,,22.0,36.0,,,,False,,,False,False,Endemic,Unspecified,,"Age, Other, Sex, Symptoms",True,False,,,,,,Both,Hospital based,Mixed groups,,,84.0,Sierra Leone,Bo District,,Apr 04,2011.0,,Feb 02,2012.0,,False,,,False,False,,Severity,29 - 87,,
acb2f148003828c9205243119e89f8b2,129acae3f8487d601f8120b08b15bb75,1083,Lassa mammarenavirus,Severity - case fatality rate (CFR),42.0,0.0,Percentage (%),,,Unspecified,,,,,,10.0,24.0,,,,False,,,False,False,Unspecified,Unspecified,,Symptoms,True,False,,,,,,Both,Hospital based,Persons under investigation,,,24.0,Sierra Leone,Segbwema,,,,,,,,False,,,False,False,,Severity,,,
acb2f148003828c9205243119e89f8b2,51e15d3170cbe9fce7f2296efdb1fcb8,1083,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Unspecified,,,,False,False,Severe disease,Other,,Significant,Not adjusted,Both,Hospital based,Persons under investigation,,,24.0,Sierra Leone,Segbwema,,,,,,,,False,,,False,False,,Risk factors,,,
acb2f148003828c9205243119e89f8b2,b5cd2ddc32875267473cd5a9272ff279,1083,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Unspecified,,,,False,False,Severe disease,Other,,Not significant,Not adjusted,Both,Hospital based,Persons under investigation,,,24.0,Sierra Leone,Segbwema,,,,,,,,False,,,False,False,,Risk factors,,,
a1a530432af637ad1a77bdc7205db000,e7511b18ed0a28f2e3438065f787eb57,1173,Lassa mammarenavirus,Severity - case fatality rate (CFR),63.2,0.0,Percentage (%),,,Unspecified,,,,,,12.0,19.0,,,,False,,,False,False,Endemic,Unspecified,,,False,False,,,,,,Both,Hospital based,Persons under investigation,,,19.0,Nigeria,Ondo State,1.0,Dec 12,2015.0,30.0,Apr 04,2016.0,,False,,,False,False,,Severity,,,
a1a530432af637ad1a77bdc7205db000,5128ec955dcd3fbbe8687f53d433a97d,1173,Lassa mammarenavirus,Human delay - symptom onset>admission to care,2.0,0.0,Days,,,Median,,,0.0,17.0,Unspecified,,,,,,False,,,False,False,Endemic,,,,False,False,,,,,,Both,Hospital based,Persons under investigation,,,19.0,Nigeria,Ondo State,1.0,Dec 12,2015.0,30.0,Apr 04,2016.0,,False,,,False,False,,Human delay,,Unspecified,0 - 17
fbc5907283881d69594020afac033677,6817f6dbe5d60f974dca22ae0db97f14,1181,Lassa mammarenavirus,Severity - case fatality rate (CFR),28.0,0.0,Percentage (%),23.0,44.0,Unspecified,,,,,,18.0,64.0,,,,False,,,False,False,Unspecified,Unspecified,,Sex,True,False,,,,,,Both,Hospital based,Persons under investigation,,,908.0,Nigeria,Irrua,,Jan 01,2007.0,,Dec 12,2007.0,,False,,,False,False,,Severity,23 - 44,,
3b03ec9238bd26c47a0733c9da8dd6df,23953a21cff0e3baa42cc0cb88deb5b7,1183,Lassa mammarenavirus,Severity - case fatality rate (CFR),43.9,0.0,Percentage (%),,,Unspecified,,,,,,,,,,,False,,,False,False,Endemic,Unspecified,,,False,False,,,,,,Unspecified,Population based,Persons under investigation,,,,Nigeria,,1.0,Jan 01,2017.0,25.0,Mar 03,2017.0,,False,,,False,False,,Severity,,,
3b03ec9238bd26c47a0733c9da8dd6df,9c48dc6e0c3e430fc8269c47cc544eaf,1183,Lassa mammarenavirus,Severity - case fatality rate (CFR),25.8,0.0,Percentage (%),,,Unspecified,,,,,,,,,,,False,,,False,False,Endemic,Unspecified,,,False,False,,,,,,Unspecified,Population based,Persons under investigation,,,,Nigeria,,1.0,Jan 01,2018.0,25.0,Mar 03,2018.0,,False,,,False,False,,Severity,,,
c1bb52fcc961620a4eda760cc32c37f3,b4b47671bea55a12c8ae978ac26c980d,1192,Lassa mammarenavirus,Severity - case fatality rate (CFR),27.0,0.0,Percentage (%),21.9,60.0,Unspecified,,,,,,10.0,37.0,,,,False,,,False,False,Unspecified,Adjusted,,Symptoms,True,False,,,,,,Both,Hospital based,Persons under investigation,11.0,61.0,37.0,Nigeria,Irrua,,Jul 07,2007.0,,Apr 04,2009.0,,False,,,False,False,,Severity,21.9 - 60,,
c1bb52fcc961620a4eda760cc32c37f3,0d6a2f9bfe256ac082dd7d2ca59729fc,1192,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Unspecified,,,,False,False,Death,Other,,Not significant,Not adjusted,Both,Hospital based,Persons under investigation,11.0,61.0,37.0,Nigeria,Irrua,,Jul 07,2007.0,,Apr 04,2009.0,,False,,,False,False,,Risk factors,,,
c8e4b7e0238e7c60dd39f7f6bcb8a86b,35f2ab4dd9d66dd5127af61b20c19357,1234,Lassa mammarenavirus,Seroprevalence - Unspecified,,0.0,,,,,,,,,,10.0,458.0,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Community based,General population,,,458.0,Nigeria,Benue River,,,1965.0,,,1966.0,,False,,,False,False,,Seroprevalence,,,
c8e4b7e0238e7c60dd39f7f6bcb8a86b,7471c21519426c92e54cbcb8b27eabea,1234,Lassa mammarenavirus,Seroprevalence - Unspecified,,0.0,,,,,,,,,,5.0,712.0,,,,False,,,False,False,Unspecified,,,Region,True,False,,,,,,Unspecified,Other,Other,,,712.0,"DRC, Côte d'Ivoire, Ethiopia, Gabon, Guinea, Kenya, Liberia, Mali, Niger, Nigeria, Tanzania",,,,,,,,,False,,,False,False,,Seroprevalence,,,
c8e4b7e0238e7c60dd39f7f6bcb8a86b,ea76d8c1501ee6043d584a30952f20dc,1234,Lassa mammarenavirus,Seroprevalence - Unspecified,,0.0,,,,,,,,,,23.0,281.0,,,,False,,,False,False,Unspecified,,,"Age, Region",True,False,,,,,,Unspecified,Community based,General population,,,281.0,Nigeria,Ibadan,,,1965.0,,,1970.0,,False,,,False,False,,Seroprevalence,,,
45e4e64651134d7e732c97318297f4f8,6e43e394107ce0dd255ac16f562aaf7a,1235,Lassa mammarenavirus,Seroprevalence - IFA,35.0,0.0,Percentage (%),31.0,45.0,Unspecified,,,,,,360.0,1024.0,,,,False,,,False,False,Endemic,,,"Age, Sex",True,False,,,,,,Both,Community based,General population,15.0,65.0,1024.0,Sierra Leone,"Niahun, Konia",,,1978.0,,,1981.0,,False,,,False,False,,Seroprevalence,31 - 45,,
45e4e64651134d7e732c97318297f4f8,cd668853d77bb5ca60383d7c2bce1c78,1235,Lassa mammarenavirus,Seroprevalence - IFA,22.0,0.0,Percentage (%),16.0,50.0,Unspecified,,,,,,108.0,496.0,,,,False,,,False,False,Endemic,,,"Age, Level of exposure, Occupation, Sex",True,False,,,,,,Both,Hospital based,Healthcare workers,15.0,65.0,496.0,Sierra Leone,Eastern Province,,,1972.0,,,1983.0,,False,,,False,False,,Seroprevalence,16 - 50,,
45e4e64651134d7e732c97318297f4f8,815bfad0257ac0cc06c3e169225878f6,1235,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Serology,Occupation,Healthcare,Significant,Not adjusted,Both,Mixed settings,Mixed groups,15.0,65.0,,Sierra Leone,Eastern Province,,,1972.0,,,1983.0,,False,,,False,False,,Risk factors,,,
45e4e64651134d7e732c97318297f4f8,63e55124d28b5f1df1a4360a38a450f1,1235,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Serology,Close contact;Occupation,Healthcare,Significant,Adjusted,Both,Mixed settings,Mixed groups,15.0,65.0,,Sierra Leone,Eastern Province,,,1972.0,,,1983.0,,False,,,False,False,,Risk factors,,,
45e4e64651134d7e732c97318297f4f8,e7bd1de2fe73d5c50533a34397aab46d,1235,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Serology,Close contact;Occupation,Healthcare,Not significant,Adjusted,Both,Mixed settings,Mixed groups,15.0,65.0,,Sierra Leone,Eastern Province,,,1972.0,,,1983.0,,False,,,False,False,,Risk factors,,,
cf191c255fcd483b5fde439c73ccba5d,20b9043417db7b69e83c42943941d850,1254,Lassa mammarenavirus,Severity - case fatality rate (CFR),29.0,0.0,Percentage (%),,,Unspecified,,,,,,4.0,14.0,,,,False,,,False,False,Endemic,Unspecified,,Region,True,False,,,,,,Both,Population based,Persons under investigation,1.0,56.0,14.0,Liberia,"Bong, Nimba, Montserrado",,Jan 01,2016.0,,Jun 06,2016.0,,False,,,False,False,,Severity,,,
cf191c255fcd483b5fde439c73ccba5d,037a737481a2aba3ac3a060f7cc61e04,1254,Lassa mammarenavirus,Human delay - other human delay (go to section),6.5,0.0,Days,,,Median,,,0.0,31.0,Range,,,,,,False,,,False,False,Endemic,,,,False,False,,,,,,Both,Population based,Persons under investigation,1.0,56.0,14.0,Liberia,"Bong, Nimba, Montserrado",,Jan 01,2016.0,,Jun 06,2016.0,,False,Symptom Onset/Fever,Specimen Collection,False,False,,Human delay,,Range,0 - 31
cf191c255fcd483b5fde439c73ccba5d,eb7d0eef44ada8e54ffc1f1d124de236,1254,Lassa mammarenavirus,Human delay - other human delay (go to section),6.0,0.0,Days,,,Median,,,2.0,64.0,Range,,,,,,False,,,False,False,Endemic,,,,False,False,,,,,,Both,Population based,Persons under investigation,1.0,56.0,14.0,Liberia,"Bong, Nimba, Montserrado",,Jan 01,2016.0,,Jun 06,2016.0,,False,Specimen Collection,Test Result,False,False,,Human delay,,Range,2 - 64
8061e9234194a503b72e0c0151b7091f,f64aae296e36413b28934eaf7c7ace9d,1266,Lassa mammarenavirus,Seroprevalence - IgG,7.4,0.0,Percentage (%),,,Unspecified,,,,,,22.0,297.0,,,,False,,,False,False,Endemic,,,,False,False,,,,,,Unspecified,Hospital based,Other,,,297.0,Nigeria,Borno State,,Sep 09,2011.0,,Feb 02,2012.0,,False,,,False,False,,Seroprevalence,,,
186ed2567f0202b6d9745058e5dda626,7fdfc517a80256c55de0afd147ce2dcb,1272,Lassa mammarenavirus,Severity - case fatality rate (CFR),59.6,0.0,Percentage (%),0.0,100.0,Unspecified,,,,,,28.0,47.0,,,,False,,,False,False,Endemic,Adjusted,,"Age, Other, Region, Sex, Time",True,False,,,,,,Both,Hospital based,Persons under investigation,,,47.0,Nigeria,"Taraba, Edo, Lagos, Bauchi, Rivers, Gombe, Ekiti",,Oct 10,2015.0,,Feb 02,2016.0,,False,,,False,False,,Severity,0 - 100,,
186ed2567f0202b6d9745058e5dda626,353c470a6a5faa1ccf21489735a5c3e0,1272,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Death,Age;Other,,Significant,Not adjusted,Both,Hospital based,Persons under investigation,,,47.0,Nigeria,"Taraba, Edo, Lagos, Bauchi, Rivers, Gombe, Ekiti",,Oct 10,2015.0,,Feb 02,2016.0,,False,,,False,False,,Risk factors,,,
186ed2567f0202b6d9745058e5dda626,7537398204bf613245ee546450904839,1272,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Death,Cormobidity;Other;Sex,,Not significant,Not adjusted,Both,Hospital based,Persons under investigation,,,47.0,Nigeria,"Taraba, Edo, Lagos, Bauchi, Rivers, Gombe, Ekiti",,Oct 10,2015.0,,Feb 02,2016.0,,False,,,False,False,,Risk factors,,,
6713b50ed8aaef50b892b5854b3c7ca6,79503f76aa51c86bc98acc534cb9ec64,1310,Lassa mammarenavirus,Seroprevalence - Unspecified,,0.0,,,,,,,,,,0.0,258.0,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Mixed settings,Mixed groups,,,258.0,Nigeria,"Onitsha, Enugu, Ibadan, Afikpo",,,,,,,,False,,,False,False,,Seroprevalence,,,
9589f50d8a6ad4702c5fb80010db992c,b6cb3218b91cafe1ce6bf3f76b322d60,1328,Lassa mammarenavirus,Severity - case fatality rate (CFR),8.8,0.0,Percentage (%),,,Unspecified,,,,,,8.0,90.0,,,,False,,,False,False,Endemic,Naive,,,False,False,,,,,,Both,Hospital based,Persons under investigation,,,90.0,Sierra Leone,Kenema,,Sep 09,2002.0,,Jul 07,2004.0,,False,,,False,False,,Severity,,,
9589f50d8a6ad4702c5fb80010db992c,2104c4dfce84531c6008819b64885a0b,1328,Lassa mammarenavirus,Attack rate,3.1,-3.0,No units,1.5,5.1,Unspecified,,,2.5,3.8,95% CI,,,,,,False,,,False,False,Endemic,,,"Age, Sex",True,False,,,,,,Both,Household based,Other,,,28882.0,Sierra Leone,"Central Region, Eastern Region",,Sep 09,2002.0,,Jul 07,2004.0,,False,,,False,False,,Attack rate,1.5 - 5.1,95% CI,2.5 - 3.8
9589f50d8a6ad4702c5fb80010db992c,9c1b5fabb45d77bf445b0d026b0b9593,1328,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Occurrence,Contact with animal;Other,,Significant,Not adjusted,Both,Household based,Other,,,90.0,Sierra Leone,"Central Region, Eastern Region",,Sep 09,2002.0,,Jul 07,2004.0,,False,,,False,False,,Risk factors,,,
9589f50d8a6ad4702c5fb80010db992c,4a06247e22ef31705fe0cf9eddf6bd10,1328,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Occurrence,Other,,Not significant,Not adjusted,Both,Household based,Other,,,90.0,Sierra Leone,"Central Region, Eastern Region",,Sep 09,2002.0,,Jul 07,2004.0,,False,,,False,False,,Risk factors,,,
9589f50d8a6ad4702c5fb80010db992c,77560030ddb7b290226079f3a8debb84,1328,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Occurrence,Contact with animal;Other,,Significant,Adjusted,Both,Household based,Other,,,90.0,Sierra Leone,"Central Region, Eastern Region",,Sep 09,2002.0,,Jul 07,2004.0,,False,,,False,False,,Risk factors,,,
9589f50d8a6ad4702c5fb80010db992c,36df454a944725b72b7e5575806d0242,1328,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Occurrence,Other,,Not significant,Adjusted,Both,Household based,Other,,,90.0,Sierra Leone,"Central Region, Eastern Region",,Sep 09,2002.0,,Jul 07,2004.0,,False,,,False,False,,Risk factors,,,
234a5937cd08cd4e508eb2df29799cae,d5e72bde859a14168bdce2d36f5aaef4,1343,Lassa mammarenavirus,Seroprevalence - Unspecified,3.7,0.0,Percentage (%),,,Unspecified,,,,,,6.0,165.0,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Both,Hospital based,Mixed groups,,,165.0,Liberia,"Monrovia, Bong County, Loffa County",,Oct 10,1974.0,,Dec 12,1974.0,,False,,,False,False,,Seroprevalence,,,
cb2ea1f5203af46ae33c795e6e0d5913,1b8c562d5151e64b735ae5943f89a97c,1366,Lassa mammarenavirus,Human delay - symptom onset>death,13.2,0.0,Days,,,Mean,,,4.0,31.0,Range,,,,,,False,,,False,False,Endemic,,,,False,False,,,,,,Unspecified,Hospital based,Persons under investigation,,,17.0,"Guinea, Sierra Leone",,,Oct 10,1996.0,,Feb 02,1998.0,,False,,,False,False,,Human delay,,Range,4 - 31
cb2ea1f5203af46ae33c795e6e0d5913,f1fb37ca936917b2161203cfac5a2c86,1366,Lassa mammarenavirus,Severity - case fatality rate (CFR),24.0,0.0,Percentage (%),,,Unspecified,,,,,,17.0,50.0,,,,False,,,False,False,Endemic,Adjusted,,,False,False,,,,,,Unspecified,Hospital based,Persons under investigation,,,50.0,"Guinea, Sierra Leone",,,Oct 10,1996.0,,Feb 02,1998.0,,False,,,False,False,,Severity,,,
cb2ea1f5203af46ae33c795e6e0d5913,3dc8dfc31a58aefb4bd61fd91d630eea,1366,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Death,Other,,Significant,Not adjusted,Unspecified,Hospital based,Persons under investigation,,,50.0,"Guinea, Sierra Leone",,,Oct 10,1996.0,,Feb 02,1998.0,,False,,,False,False,,Risk factors,,,
cb2ea1f5203af46ae33c795e6e0d5913,815a87129f98e264379570f313bb65c0,1366,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Death,Other,,Not significant,Not adjusted,Unspecified,Hospital based,Persons under investigation,,,50.0,"Guinea, Sierra Leone",,,Oct 10,1996.0,,Feb 02,1998.0,,False,,,False,False,,Risk factors,,,
cb2ea1f5203af46ae33c795e6e0d5913,86879fbd1e1a417a54e6c039747f5f26,1366,Lassa mammarenavirus,Seroprevalence - IgG,16.0,0.0,Percentage (%),,,Unspecified,,,,,,50.0,305.0,,,,False,,,False,False,Endemic,,,,False,False,,,,,,Unspecified,Hospital based,Persons under investigation,,,305.0,"Guinea, Sierra Leone",,,Oct 10,1996.0,,Feb 02,1998.0,,False,,,False,False,,Seroprevalence,,,
4f495ea28a3d7bc8dad67da95c038ea3,2321b11863eb35907464449fc5198a90,1368,Lassa mammarenavirus,Seroprevalence - IgG,15.0,0.0,Percentage (%),8.0,38.0,Unspecified,,,,,,48.0,311.0,,,,False,,,False,False,Unspecified,,,"Age, Region",True,False,,,,,,Both,Hospital based,Persons under investigation,,,311.0,Guinea,"Kindia, Faranah, Kissidougou, Macenta,  N’zérékoré",,Mar 03,1996.0,,Dec 12,1999.0,,False,,,False,False,,Seroprevalence,8 - 38,,
4f495ea28a3d7bc8dad67da95c038ea3,378ddb80f393598df9a080f1f4ac6b84,1368,Lassa mammarenavirus,Seroprevalence - IgM,7.0,0.0,Percentage (%),0.0,25.0,Unspecified,,,,,,22.0,311.0,,,,False,,,False,False,Unspecified,,,"Age, Region",True,False,,,,,,Both,Hospital based,Persons under investigation,,,311.0,Guinea,"Kindia, Faranah, Kissidougou, Macenta,  N’zérékoré",,Mar 03,1996.0,,Dec 12,1999.0,,False,,,False,False,,Seroprevalence,0 - 25,,
4f495ea28a3d7bc8dad67da95c038ea3,c1a88c9462855e6a7033d1926dadcfbf,1368,Lassa mammarenavirus,Human delay - symptom onset>admission to care,8.7,0.0,Days,,,Mean,0.6,Standard Error,,,,,,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Both,Hospital based,Persons under investigation,,,311.0,Guinea,"Kindia, Faranah, Kissidougou, Macenta,  N’zérékoré",,Mar 03,1996.0,,Dec 12,1999.0,,False,,,False,False,,Human delay,,Standard Error,0.6
4f495ea28a3d7bc8dad67da95c038ea3,cff2771ba0bb5a14e6a67a0ccf750afe,1368,Lassa mammarenavirus,Severity - case fatality rate (CFR),18.0,0.0,Percentage (%),,,Unspecified,,,,,,4.0,22.0,,,,False,,,False,False,Unspecified,Unspecified,,,False,False,,,,,,Both,Hospital based,Persons under investigation,,,22.0,Guinea,"Kindia, Faranah, Kissidougou, Macenta,  N’zérékoré",,Mar 03,1996.0,,Dec 12,1999.0,,False,,,False,False,,Severity,,,
4f495ea28a3d7bc8dad67da95c038ea3,aacb5ba774f0336462a3e3bc2d34e39f,1368,Lassa mammarenavirus,Human delay - admission to care>death,3.3,0.0,Days,,,Mean,1.2,Standard Error,,,,,,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Both,Hospital based,Persons under investigation,,,22.0,Guinea,"Kindia, Faranah, Kissidougou, Macenta,  N’zérékoré",,Mar 03,1996.0,,Dec 12,1999.0,,False,,,False,False,,Human delay,,Standard Error,1.2
4f495ea28a3d7bc8dad67da95c038ea3,25800a949890f63dda8109183693c413,1368,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Unspecified,,,,False,False,Infection,Other,,Significant,Not adjusted,Both,Hospital based,Persons under investigation,,,,Guinea,"Kindia, Faranah, Kissidougou, Macenta,  N’zérékoré",,Mar 03,1996.0,,Dec 12,1999.0,,False,,,False,False,,Risk factors,,,
4f495ea28a3d7bc8dad67da95c038ea3,fef351f978584828e4e5cd5a5fe42451,1368,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Unspecified,,,,False,False,Serology,Other,,Significant,Not adjusted,Both,Hospital based,Persons under investigation,,,,Guinea,"Kindia, Faranah, Kissidougou, Macenta,  N’zérékoré",,Mar 03,1996.0,,Dec 12,1999.0,,False,,,False,False,,Risk factors,,,
7fb30cbc43686ad04e2bbef5534ada6b,fe8954b28a7a90dd93ea79e5522f4cb6,1386,Lassa mammarenavirus,Seroprevalence - IgM,,0.0,,,,,,,,,,6.0,552.0,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Hospital based,Healthcare workers,,,552.0,Nigeria,"Jos, Lafia, Maiduguri",,Dec 12,1992.0,,Mar 03,1993.0,,False,,,False,False,,Seroprevalence,,,
7fb30cbc43686ad04e2bbef5534ada6b,39f1da448286d7cfff64a26a03b07c9d,1386,Lassa mammarenavirus,Seroprevalence - Unspecified,16.1,0.0,Percentage (%),,,Unspecified,,,,,,10.0,62.0,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Community based,Unspecified,,,62.0,Nigeria,Lafia,,,,,,,,False,,,False,False,,Seroprevalence,,,
7fb30cbc43686ad04e2bbef5534ada6b,bbd4a1708800cd01487d8ec6bd476244,1386,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Unspecified,,,,False,False,Serology,Occupation,Other,Significant,Not adjusted,Unspecified,Hospital based,Healthcare workers,,,,Nigeria,"Jos, Lafia, Maiduguri",,Dec 12,1992.0,,Mar 03,1993.0,,False,,,False,False,,Risk factors,,,
7fb30cbc43686ad04e2bbef5534ada6b,f7c9018c166aeadd3487e9925d2b9d1d,1386,Lassa mammarenavirus,Seroprevalence - IgG,12.3,0.0,Percentage (%),1.2,27.3,Unspecified,,,,,,63.0,552.0,,,,False,,,False,False,Unspecified,,,"Occupation, Region",True,False,,,,,,Unspecified,Hospital based,Healthcare workers,,,552.0,Nigeria,"Jos, Lafia, Maiduguri",,Dec 12,1992.0,,Mar 03,1993.0,,False,,,False,False,,Seroprevalence,1.2 - 27.3,,
26c801b9be950c2d7e7362280f7d4d4d,fedcc060f05e65716b9c132a7fe87cf7,1413,Lassa mammarenavirus,Severity - case fatality rate (CFR),31.0,0.0,Percentage (%),,,Unspecified,,,,,,61.0,198.0,,,,False,,,False,False,Endemic,Naive,,,False,False,,,,,,Both,Hospital based,Persons under investigation,,,198.0,Nigeria,Edo State,,Jan 01,2009.0,,Dec 12,2010.0,,False,,,False,False,,Severity,,,
26c801b9be950c2d7e7362280f7d4d4d,d6a88f3db2215677f0a464e8802ac68a,1413,Lassa mammarenavirus,Severity - case fatality rate (CFR),36.0,0.0,Percentage (%),,,Unspecified,,,,,,61.0,170.0,,,,False,,,False,False,Endemic,Adjusted,,,False,False,,,,,,Both,Hospital based,Persons under investigation,,,170.0,Nigeria,Edo State,,Jan 01,2009.0,,Dec 12,2010.0,,False,,,False,False,,Severity,,,
26c801b9be950c2d7e7362280f7d4d4d,41019097084df29f8198d53e3b8940c1,1413,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Death,Age,,Significant,Not adjusted,Unspecified,Hospital based,Persons under investigation,,,,Nigeria,Edo State,,Jan 01,2009.0,,Dec 12,2010.0,,False,,,False,False,,Risk factors,,,
