id,parameter_data_id,covidence_id,pathogen,parameter_type,parameter_value,exponent,parameter_unit,parameter_lower_bound,parameter_upper_bound,parameter_value_type,parameter_uncertainty_single_value,parameter_uncertainty_singe_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_uncertainty_type,cfr_ifr_numerator,cfr_ifr_denominator,distribution_type,distribution_par1_value,distribution_par1_type,distribution_par1_uncertainty,distribution_par2_value,distribution_par2_type,distribution_par2_uncertainty,method_from_supplement,method_moment_value,cfr_ifr_method,method_r,method_disaggregated_by,method_disaggregated,method_disaggregated_only,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,population_sex,population_sample_type,population_group,population_age_min,population_age_max,population_sample_size,population_country,population_location,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,genome_site,genomic_sequence_available,other_delay_start,other_delay_end,inverse_param,parameter_from_figure,r_pathway,parameter_class,parameter_bounds,comb_uncertainty_type,comb_uncertainty
26c801b9be950c2d7e7362280f7d4d4d,1f04921985ec93c86a8001d9699758ae,1413,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Death,Occupation;Sex,Education;Healthcare;Livestock and animal herders;Other;Public Transport,Not significant,Not adjusted,Unspecified,Hospital based,Persons under investigation,,,,Nigeria,Edo State,,Jan 01,2009.0,,Dec 12,2010.0,,False,,,False,False,,Risk factors,,,
26c801b9be950c2d7e7362280f7d4d4d,23e8a45a90f06099eabb2ff23c360845,1413,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Infection,Age,,Significant,Not adjusted,Unspecified,Hospital based,Persons under investigation,,,,Nigeria,Edo State,,Jan 01,2009.0,,Dec 12,2010.0,,False,,,False,False,,Risk factors,,,
26c801b9be950c2d7e7362280f7d4d4d,493be8cba300c6d1bcefec18d66e4483,1413,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Infection,Occupation;Other;Sex,Education;Healthcare;Livestock and animal herders;Other;Public Transport,Not significant,Not adjusted,Unspecified,Hospital based,Persons under investigation,,,,Nigeria,Edo State,,Jan 01,2009.0,,Dec 12,2010.0,,False,,,False,False,,Risk factors,,,
26c801b9be950c2d7e7362280f7d4d4d,6865ceaf9cd08f86100a223113df2f1d,1413,Lassa mammarenavirus,Human delay - symptom onset>admission to care,6.5,0.0,Days,,,Median,,,4.0,10.0,IQR,,,,,,False,,,False,False,Endemic,,,Other,True,False,,,,,,Both,Hospital based,Persons under investigation,,,174.0,Nigeria,Edo State,,Jan 01,2009.0,,Dec 12,2010.0,,False,,,False,False,,Human delay,,IQR,4 - 10
26c801b9be950c2d7e7362280f7d4d4d,0c405bdd1e284b30dc061113efc1b46f,1413,Lassa mammarenavirus,Human delay - admission to care>discharge/recovery,10.0,0.0,Days,,,Median,,,8.0,13.0,IQR,,,,,,False,,,False,False,Endemic,,,,False,False,,,,,,Both,Hospital based,Persons under investigation,,,101.0,Nigeria,Edo State,,Jan 01,2009.0,,Dec 12,2010.0,,False,,,False,False,,Human delay,,IQR,8 - 13
26c801b9be950c2d7e7362280f7d4d4d,6346518c8cf00ec6816a793a54b6f842,1413,Lassa mammarenavirus,Human delay - admission to care>death,2.0,0.0,Days,,,Median,,,1.0,4.0,IQR,,,,,,False,,,False,False,Endemic,,,,False,False,,,,,,Both,Hospital based,Persons under investigation,,,57.0,Nigeria,Edo State,,Jan 01,2009.0,,Dec 12,2010.0,,False,,,False,False,,Human delay,,IQR,1 - 4
26c801b9be950c2d7e7362280f7d4d4d,59c4b6b99cf11d45e1b33c7155bd9294,1413,Lassa mammarenavirus,Human delay - symptom onset>discharge/recovery,16.0,0.0,Days,,,Median,,,13.0,23.0,IQR,,,,,,False,,,False,False,Endemic,,,,False,False,,,,,,Both,Hospital based,Persons under investigation,,,98.0,Nigeria,Edo State,,Jan 01,2009.0,,Dec 12,2010.0,,False,,,False,False,,Human delay,,IQR,13 - 23
26c801b9be950c2d7e7362280f7d4d4d,4edaafb74aa6d28b6b3fb615d3ca964f,1413,Lassa mammarenavirus,Human delay - symptom onset>death,10.0,0.0,Days,,,Median,,,7.0,14.0,IQR,,,,,,False,,,False,False,Endemic,,,,False,False,,,,,,Both,Hospital based,Persons under investigation,,,52.0,Nigeria,Edo State,,Jan 01,2009.0,,Dec 12,2010.0,,False,,,False,False,,Human delay,,IQR,7 - 14
78b81a4943b562f13b5d68e236b6d071,131803c6c22daa636a7f07fd2fccee9a,1426,Lassa mammarenavirus,Severity - case fatality rate (CFR),60.0,0.0,Percentage (%),,,Unspecified,,,,,,24.0,40.0,,,,False,,,False,False,Endemic,Unspecified,,,False,False,,,,,,Unspecified,Hospital based,Persons under investigation,,,40.0,Nigeria,Irrua,,,2008.0,,,2013.0,,False,,,False,False,,Severity,,,
78b81a4943b562f13b5d68e236b6d071,574d096e9bc9300b4e15439d949ac2b4,1426,Lassa mammarenavirus,Severity - case fatality rate (CFR),81.0,0.0,Percentage (%),,,Unspecified,,,,,,54.0,67.0,,,,False,,,False,False,Endemic,Unspecified,,,False,False,,,,,,Unspecified,Hospital based,Persons under investigation,,,67.0,Sierra Leone,Kenema,,,2008.0,,,2013.0,,False,,,False,False,,Severity,,,
78b81a4943b562f13b5d68e236b6d071,0eca7cf207f72c78666f551c96741c8e,1426,Lassa mammarenavirus,Human delay - symptom onset>admission to care,9.3,0.0,Days,,,Mean,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,,,,,,Unspecified,Hospital based,Persons under investigation,,,107.0,"Nigeria, Sierra Leone","Irrua, Kenema",,,2008.0,,,2013.0,,False,,,False,False,,Human delay,,,
d53e41555e6b86e22716dd2e61dea71b,1e3d560816e4bc5c00d2d2de351ba8a3,1433,Lassa mammarenavirus,Severity - case fatality rate (CFR),,0.0,Percentage (%),14.8,56.0,,,,,,,,,,,,False,,,False,False,Mid outbreak,Unspecified,,Time,True,True,,,,,,Unspecified,Hospital based,Persons under investigation,,,,Sierra Leone,"Kenema District, Kailahun District",,Jan 01,1996.0,,Dec 12,1997.0,,False,,,False,False,,Severity,14.8 - 56,,
ef7a142ba656c0504adba20fec76d836,52b7bb83e4ed1adc77cefadb6a937a6a,1444,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Infection,Age;Other;Sex,,Not significant,Unspecified,Both,Hospital based,Children,0.0,15.0,373.0,Nigeria,"Irrua, Edo State",1.0,Dec 12,2009.0,30.0,Nov 11,2010.0,,False,,,False,False,,Risk factors,,,
ef7a142ba656c0504adba20fec76d836,09262bd24b23f7e1453b5537666ffd30,1444,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Infection,Other,,Significant,Unspecified,Both,Hospital based,Children,0.0,15.0,373.0,Nigeria,"Irrua, Edo State",1.0,Dec 12,2009.0,30.0,Nov 11,2010.0,,False,,,False,False,,Risk factors,,,
ef7a142ba656c0504adba20fec76d836,06b1ff7d09b7b9a02b34d25d1e6154c0,1444,Lassa mammarenavirus,Severity - case fatality rate (CFR),,0.0,,,,,,,,,,3.0,13.0,,,,False,,,False,False,Endemic,Naive,,,False,False,,,,,,Unspecified,Hospital based,Children,0.0,15.0,13.0,Nigeria,"Irrua, Edo State",1.0,Dec 12,2009.0,30.0,Nov 11,2010.0,,False,,,False,False,,Severity,,,
4c9575bdcf6ae5281801b768a563ac91,5fbdfb14f362ff0f862fe49ba3335662,1447,Lassa mammarenavirus,Human delay - symptom onset>admission to care,11.0,0.0,Days,,,Mean,3.5,Standard Deviation,,,,,,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Hospital based,Other,,,6.0,Nigeria,Ebonyi State,1.0,Jan 01,2012.0,25.0,Mar 03,2012.0,,False,,,False,False,,Human delay,,Standard Deviation,3.5
4c9575bdcf6ae5281801b768a563ac91,9fd86a737d8e4a835acbaed1cc828e1e,1447,Lassa mammarenavirus,Human delay - symptom onset>admission to care,6.0,0.0,Days,,,Mean,2.6,Standard Deviation,,,,,,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Hospital based,Other,,,14.0,Nigeria,Ebonyi State,1.0,Jan 01,2012.0,25.0,Mar 03,2012.0,,False,,,False,False,,Human delay,,Standard Deviation,2.6
4c9575bdcf6ae5281801b768a563ac91,9d068259c944e4e04d2bb7a1adc3d875,1447,Lassa mammarenavirus,Human delay - admission to care>death,7.0,0.0,Days,,,Median,,,0.0,12.0,Range,,,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Hospital based,Other,,,6.0,Nigeria,Ebonyi State,1.0,Jan 01,2012.0,25.0,Mar 03,2012.0,,False,,,False,False,,Human delay,,Range,0 - 12
4c9575bdcf6ae5281801b768a563ac91,d031bd44db8e613813837de411fbb0e8,1447,Lassa mammarenavirus,Human delay - admission to care>discharge/recovery,10.0,0.0,Days,,,Median,,,5.0,36.0,Range,,,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Hospital based,Other,,,14.0,Nigeria,Ebonyi State,1.0,Jan 01,2012.0,25.0,Mar 03,2012.0,,False,,,False,False,,Human delay,,Range,5 - 36
4c9575bdcf6ae5281801b768a563ac91,691c6f17a4cd61c3dff9b6e5b9457360,1447,Lassa mammarenavirus,Human delay - incubation period,10.0,0.0,Days,,,Mean,,,5.0,18.0,Range,,,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Both,Hospital based,Persons under investigation,12.0,47.0,20.0,Nigeria,Ebonyi State,1.0,Jan 01,2012.0,25.0,Mar 03,2012.0,,False,,,False,False,,Human delay,,Range,5 - 18
4c9575bdcf6ae5281801b768a563ac91,650f368e4669d66f16fb71ffb948ca2e,1447,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Unspecified,,,,False,False,Death,Other,,Significant,Unspecified,Both,Hospital based,Persons under investigation,12.0,47.0,20.0,Nigeria,Ebonyi State,1.0,Jan 01,2012.0,25.0,Mar 03,2012.0,,False,,,False,False,,Risk factors,,,
4c9575bdcf6ae5281801b768a563ac91,eaa17df5e138d813f4a83dced3d325db,1447,Lassa mammarenavirus,Human delay - other human delay (go to section),8.2,0.0,Days,,,Mean,3.8,Standard Deviation,,,,,,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Hospital based,Other,,,14.0,Nigeria,Ebonyi State,1.0,Jan 01,2012.0,25.0,Mar 03,2012.0,,False,Admission to Care/Hospitalisation,Symptom Resolution,False,False,,Human delay,,Standard Deviation,3.8
4c9575bdcf6ae5281801b768a563ac91,bc492a1a7a92f298b16171dc8c527b37,1447,Lassa mammarenavirus,Severity - case fatality rate (CFR),30.0,0.0,Percentage (%),,,Unspecified,,,,,,6.0,20.0,,,,False,,,False,False,Unspecified,Naive,,Other,True,False,,,,,,Both,Hospital based,Persons under investigation,12.0,47.0,20.0,Nigeria,Ebonyi State,1.0,Jan 01,2012.0,25.0,Mar 03,2012.0,,False,,,False,False,,Severity,,,
4ce994047d741f16d1133ad526b33919,83be0ec3cf7ff6a448e3006dbf621e11,2008,Lassa mammarenavirus,Seroprevalence - IFA,,0.0,,,,,,,,,,0.0,741.0,,,,False,,,False,False,Endemic,,,,False,False,,,,,,Both,Community based,Mixed groups,,,741.0,Kenya,Western Kenya,,Mar 03,1980.0,,Dec 12,1981.0,,False,,,False,False,,Seroprevalence,,,
61120483815e0dd360cdb6864b0a3d0e,6701d7f33b55cae9090160e15543af61,2114,Lassa mammarenavirus,Seroprevalence - Unspecified,0.0,0.0,Percentage (%),,,Unspecified,,,,,,0.0,159.0,,,,False,,,False,False,Post outbreak,,,,False,False,,,,,,Unspecified,Contact based,Mixed groups,,,159.0,United Kingdom,"St Thomas's Hospital, London",,,1982.0,,,1982.0,,False,,,False,False,,Seroprevalence,,,
3b3c2416ed3cfee431cf44d440e664e7,9db1b34448f5f999920f0990403087a5,2133,Lassa mammarenavirus,Seroprevalence - IFA,,0.0,Percentage (%),0.9,14.1,,,,,,,,,,,,False,,,False,False,Endemic,,,"Age, Other, Region, Sex, Time",True,True,,,,,,Both,Community based,General population,,,,Liberia,"Lofa County, Montserrado County",,Sep 09,1980.0,,Jan 01,1982.0,,False,,,False,False,,Seroprevalence,0.9 - 14.1,,
a7e1052e2dc0d9b8c39ada25b3149e5c,1411bcb3c337c61fb9e65fa4d23ed77c,2151,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Unspecified,,,,False,False,Infection,Household contact,,Significant,Unspecified,Unspecified,Community based,Mixed groups,,,,Nigeria,Lassa,3.0,Mar,1971.0,,Mar,1971.0,,False,,,False,False,,Risk factors,,,
a7e1052e2dc0d9b8c39ada25b3149e5c,cdc6c15af03a0501f206712e27fa7825,2151,Lassa mammarenavirus,Seroprevalence - PRNT,5.8,0.0,Percentage (%),0.0,9.3,Unspecified,,,,,,25.0,434.0,,,,False,,,False,False,Unspecified,,,"Age, Occupation, Region, Sex",True,False,,,,,,Both,Community based,Mixed groups,,,434.0,Nigeria,Lassa,24.0,Aug,1970.0,24.0,Aug,1970.0,,False,,,False,False,,Seroprevalence,0 - 9.3,,
a7e1052e2dc0d9b8c39ada25b3149e5c,4875c8c9cf0ff15a73d7b0b53f05c5d6,2151,Lassa mammarenavirus,Seroprevalence - PRNT,5.4,0.0,Percentage (%),0.0,23.5,Unspecified,,,,,,18.0,336.0,,,,False,,,False,False,Unspecified,,,"Age, Occupation, Region, Sex",True,False,,,,,,Both,Community based,Mixed groups,,,336.0,Nigeria,Lassa,3.0,Mar,1971.0,,Mar,1971.0,,False,,,False,False,,Seroprevalence,0 - 23.5,,
6222c9e1960449867990d7b91b19ac64,bec725f96060e4bb649bb439669304cb,2229,Lassa mammarenavirus,Severity - case fatality rate (CFR),,0.0,Percentage (%),54.0,56.0,,,,,,,,,,,,False,,,False,False,Endemic,Adjusted,,Other,True,True,,,,,,Both,Hospital based,Persons under investigation,,,,Sierra Leone,Kenema Government Hospital,,,2007.0,,,2011.0,,False,,,False,False,,Severity,54 - 56,,
6222c9e1960449867990d7b91b19ac64,03bcd29bc9b7111aa08b553070dc282a,2229,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Death,Other,,Significant,Not adjusted,Both,Hospital based,Persons under investigation,,,,Sierra Leone,Kenema Government Hospital,,,2007.0,,,2011.0,,False,,,False,False,,Risk factors,,,
6222c9e1960449867990d7b91b19ac64,ced42e09e465a14215839ccfb696eb75,2229,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,True,Endemic,,,,False,False,Death,Age;Other;Sex,,Not significant,Not adjusted,Both,Hospital based,Persons under investigation,,,,Sierra Leone,Kenema Government Hospital,,,2007.0,,,2011.0,,False,,,False,False,,Risk factors,,,
6222c9e1960449867990d7b91b19ac64,29abacd76e5669adc51bb00d47d829e0,2229,Lassa mammarenavirus,Seroprevalence - IgM,27.7,0.0,Percentage (%),,,Unspecified,,,,,,28.0,101.0,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Community based,Other,,,101.0,Sierra Leone,Moyamba,,Apr 04,2010.0,,Apr 04,2010.0,,False,,,False,False,,Seroprevalence,,,
6222c9e1960449867990d7b91b19ac64,1147e9c6c2ee089d8906f2926bae5013,2229,Lassa mammarenavirus,Seroprevalence - IgG,62.4,0.0,Percentage (%),,,Unspecified,,,,,,63.0,101.0,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Community based,Other,,,101.0,Sierra Leone,Moyamba,,Apr 04,2010.0,,Apr 04,2010.0,,False,,,False,False,,Seroprevalence,,,
6222c9e1960449867990d7b91b19ac64,f13164bf422482690caac9aaab819bf1,2229,Lassa mammarenavirus,Seroprevalence - IgM,23.1,0.0,Percentage (%),,,Unspecified,,,,,,3.0,13.0,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Community based,Other,,,13.0,Sierra Leone,Bombali,,,,,,,,False,,,False,False,,Seroprevalence,,,
6222c9e1960449867990d7b91b19ac64,56fef2c8cb35378b39964a1980240ec3,2229,Lassa mammarenavirus,Seroprevalence - IgG,92.3,0.0,Percentage (%),,,Unspecified,,,,,,12.0,13.0,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Community based,Other,,,13.0,Sierra Leone,Bombali,,,,,,,,False,,,False,False,,Seroprevalence,,,
15f909e56698385bcf1614c2d82d5a66,46b47b36b6312e6df12a9cf71cb7646a,2254,Lassa mammarenavirus,Seroprevalence - Unspecified,7.0,0.0,Percentage (%),3.2,16.3,Unspecified,,,,,,12.0,170.0,,,,False,,,False,False,Endemic,,,Region,True,False,,,,,,Both,Mixed settings,Mixed groups,,,170.0,Sierra Leone,"Panguma, Tongo, Serabu",,Nov,1974.0,,Nov,1974.0,,False,,,False,False,,Seroprevalence,3.2 - 16.3,,
c4780652cbeae3493b6a0aab6281698e,6b18609c6f7a889015675b75f76cc6a4,2293,Lassa mammarenavirus,Seroprevalence - IgG,,0.0,,,,,,,,,,0.0,200.0,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Unspecified,Other,,,200.0,Germany,,,,,,,,,False,,,False,False,,Seroprevalence,,,
c4780652cbeae3493b6a0aab6281698e,4c18a289ffef3edd815aed316149c451,2293,Lassa mammarenavirus,Seroprevalence - IgG,4.0,0.0,Percentage (%),,,Unspecified,,,,,,,430.0,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Unspecified,Unspecified,,,430.0,Ghana,,,,,,,,,False,,,False,False,,Seroprevalence,,,
c4780652cbeae3493b6a0aab6281698e,5847837e8fd799c746b22300c02160c4,2293,Lassa mammarenavirus,Seroprevalence - IgM,,0.0,,,,,,,,,,0.0,100.0,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Unspecified,Other,,,100.0,Germany,,,,,,,,,False,,,False,False,,Seroprevalence,,,
c4780652cbeae3493b6a0aab6281698e,e2684bccf67ebeab0dc688d3b9182c20,2293,Lassa mammarenavirus,Seroprevalence - IgM,,0.0,,,,,,,,,,0.0,100.0,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Unspecified,Unspecified,,,100.0,Guinea,,,,,,,,,False,,,False,False,,Seroprevalence,,,
c4780652cbeae3493b6a0aab6281698e,489b67dd09d6ea6a93ada8911a038317,2293,Lassa mammarenavirus,Seroprevalence - IgM,,0.0,,,,,,,,,,0.0,200.0,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Unspecified,Unspecified,,,200.0,Ghana,,,,,,,,,False,,,False,False,,Seroprevalence,,,
97c95e21d7cbccd877ea64a639fa1457,399f70f6731a6c99ac6f7d8a3af789cc,2293,Lassa mammarenavirus,Seroprevalence - IgG,18.8,0.0,Percentage (%),,,Unspecified,,,,,,40.0,213.0,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Unspecified,Unspecified,,,213.0,Guinea,,,,,,,,,False,,,False,False,,Seroprevalence,,,
97c95e21d7cbccd877ea64a639fa1457,285f17866e818086a335d7134a7105f2,2293,Lassa mammarenavirus,Seroprevalence - IgG,3.0,0.0,Percentage (%),,,Unspecified,,,,,,13.0,430.0,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,Unspecified,Unspecified,,,430.0,Ghana,,,,,,,,,False,,,False,False,,Seroprevalence,,,
e631b4be94a5c8f95a7743df71d8fd26,66ef8652d380d05589767632fba2734b,2567,Lassa mammarenavirus,Severity - case fatality rate (CFR),18.5,0.0,Percentage (%),14.9,66.7,Unspecified,,,,,,516.0,2787.0,,,,False,,,False,False,Unspecified,Naive,,"Region, Time",True,False,,,,,,Unspecified,Hospital based,Persons under investigation,,,2787.0,Nigeria,,,Dec 12,2016.0,,Sep 09,2020.0,,False,,,False,False,,Severity,14.9 - 66.7,,
e631b4be94a5c8f95a7743df71d8fd26,ef5d67d39b420d3c3125bf61fe4dcd7d,2567,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Unspecified,,,,False,False,Infection,Other,,Significant,Unspecified,Unspecified,Hospital based,Persons under investigation,,,2787.0,Nigeria,,,Dec 12,2016.0,,Sep 09,2020.0,,False,,,False,False,,Risk factors,,,
43ed55f61285ca22297634ae6309f924,ad0e196edeb17536ec0d42790d5d0022,2579,Lassa mammarenavirus,Severity - case fatality rate (CFR),54.0,0.0,Percentage (%),33.3,66.6,Unspecified,,,,,,41.0,76.0,,,,False,,,False,False,Endemic,Unspecified,,"Age, Time",True,False,,,,,,Both,Hospital based,Persons under investigation,15.0,64.0,76.0,Nigeria,Bauchi State,,Jan 01,2015.0,,Dec 12,2018.0,,False,,,False,False,,Severity,33.3 - 66.6,,
43ed55f61285ca22297634ae6309f924,f661862bf9db5b1673d02f021538c673,2579,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Death,Age;Other;Sex,,Not significant,Adjusted,Both,Hospital based,Persons under investigation,15.0,64.0,76.0,Nigeria,Bauchi State,,Jan 01,2015.0,,Dec 12,2018.0,,False,,,False,False,,Risk factors,,,
43ed55f61285ca22297634ae6309f924,04dcf04b7e4b021f5f5c1d8a13541214,2579,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Death,Other,,Significant,Adjusted,Both,Hospital based,Persons under investigation,15.0,64.0,76.0,Nigeria,Bauchi State,,Jan 01,2015.0,,Dec 12,2018.0,,False,,,False,False,,Risk factors,,,
3f75b0b9706e09f737407bddd25985ad,2f4b1e0106e90bbc91e340189bbc0c85,2585,Lassa mammarenavirus,Severity - case fatality rate (CFR),17.4,0.0,Percentage (%),0.0,100.0,Unspecified,,,,,,550.0,3162.0,,,,False,,,False,False,Endemic,Naive,,"Age, Occupation, Region, Sex, Time",True,False,,,,,,Both,Hospital based,Persons under investigation,,,3162.0,Nigeria,,,Jan 01,2018.0,,Dec 12,2021.0,,False,,,False,False,,Severity,0 - 100,,
3f75b0b9706e09f737407bddd25985ad,525e577ce4e4e98e396539e8c279be76,2585,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Death,Age;Sex,,Unspecified,Unspecified,Both,Hospital based,Persons under investigation,,,3162.0,Nigeria,,,Jan 01,2018.0,,Dec 12,2021.0,,False,,,False,False,,Risk factors,,,
3f75b0b9706e09f737407bddd25985ad,1d43a81f1c8d8000759051e73c1a7680,2585,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Infection,Occupation,Livestock and animal herders;Other,Unspecified,Unspecified,Both,Hospital based,Persons under investigation,,,3162.0,Nigeria,,,Jan 01,2018.0,,Dec 12,2021.0,,False,,,False,False,,Risk factors,,,
bfa7e3af198a4dbd6808e8c4aee7d6ce,5a7a325a7ba2bc9bf838ed4662aaa3be,2589,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Death,Other,,Significant,Adjusted,Both,Hospital based,Persons under investigation,,,423.0,Nigeria,,1.0,Jan 01,2018.0,6.0,May 05,2018.0,,False,,,False,False,,Risk factors,,,
bfa7e3af198a4dbd6808e8c4aee7d6ce,8264aef5df59231ee48e5f08faaee53c,2589,Lassa mammarenavirus,Severity - case fatality rate (CFR),25.1,0.0,Percentage (%),,,Unspecified,,,20.9,29.2,95% CI,106.0,423.0,,,,False,,,False,False,Endemic,Unspecified,,Region,True,False,,,,,,Both,Hospital based,Persons under investigation,,,423.0,Nigeria,,1.0,Jan 01,2018.0,6.0,May 05,2018.0,,False,,,False,False,,Severity,,95% CI,20.9 - 29.2
bfa7e3af198a4dbd6808e8c4aee7d6ce,d58a2f5997832138177d3566511884e8,2589,Lassa mammarenavirus,Attack rate,0.56,0.0,Percentage (%),,,Unspecified,,,0.35,0.77,95% CI,28.0,5001.0,,,,False,,,False,False,Endemic,,,,False,False,,,,,,Both,Contact based,Persons under investigation,,,5001.0,Nigeria,,1.0,Jan 01,2018.0,6.0,May 05,2018.0,,False,,,False,False,,Attack rate,,95% CI,0.35 - 0.77
bfa7e3af198a4dbd6808e8c4aee7d6ce,6f651194fc1870e720741274afb09f4e,2589,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Infection,Age;Occupation,Healthcare,Significant,Adjusted,Both,Hospital based,Persons under investigation,,,423.0,Nigeria,,1.0,Jan 01,2018.0,6.0,May 05,2018.0,,False,,,False,False,,Risk factors,,,
bfa7e3af198a4dbd6808e8c4aee7d6ce,e80cf678fa98053ad77853a871b1ce97,2589,Lassa mammarenavirus,Risk factors,,0.0,,,,,,,,,,,,,,,False,,,False,False,Endemic,,,,False,False,Infection,Contact with animal;Funeral;Sex,,Not significant,Adjusted,Both,Hospital based,Persons under investigation,,,423.0,Nigeria,,1.0,Jan 01,2018.0,6.0,May 05,2018.0,,False,,,False,False,,Risk factors,,,
d92adfc36ab041bf05eb940d7ee4b641,ee55e3e94c7e01204975ab3402d1c323,2590,Lassa mammarenavirus,Mutations – substitution rate,7.8,-4.0,Substitutions/site/year,,,Unspecified,,,5.4,10.2,HPDI 95%,,,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,,,,,219.0,Nigeria,,,,1969.0,,,2018.0,L segment,False,,,False,False,,Mutations,,HPDI 95%,5.4 - 10.2
d92adfc36ab041bf05eb940d7ee4b641,a333c34bf90808736885cf03d30efb76,2590,Lassa mammarenavirus,Mutations – substitution rate,7.8,-4.0,Substitutions/site/year,,,Unspecified,,,6.3,9.1,HPDI 95%,,,,,,False,,,False,False,Unspecified,,,,False,False,,,,,,Unspecified,,,,,219.0,Nigeria,,,,1969.0,,,2018.0,S segment,False,,,False,False,,Mutations,,HPDI 95%,6.3 - 9.1
60ce6266977fe701bffe31ca155655f0,3c93992d5bd240a745f15aa392047869,2610,Lassa mammarenavirus,Seroprevalence - IgM,,0.0,Percentage (%),33.0,48.0,,,,,,,,,,,,False,,,False,False,Endemic,,,Method,True,True,,,,,,Both,Contact based,Persons under investigation,,,50.0,Nigeria,"Abakaliki, Owo",,Oct 10,2018.0,,Oct 10,2020.0,,False,,,False,False,,Seroprevalence,33 - 48,,
60ce6266977fe701bffe31ca155655f0,4bd92715ea52c769e3226b189354f31f,2610,Lassa mammarenavirus,Seroprevalence - IgG,,0.0,Percentage (%),50.0,64.0,,,,,,,,,,,,False,,,False,False,Endemic,,,Method,True,True,,,,,,Both,Contact based,Persons under investigation,,,50.0,Nigeria,"Abakaliki, Owo",,Oct 10,2018.0,,Oct 10,2020.0,,False,,,False,False,,Seroprevalence,50 - 64,,
60ce6266977fe701bffe31ca155655f0,080c2e4e89cdd73006c5f15ab7fa485f,2610,Lassa mammarenavirus,Seroprevalence - IgM,,0.0,Percentage (%),23.0,32.0,,,,,,,,,,,,False,,,False,False,Endemic,,,Method,True,True,,,,,,Both,Hospital based,Other,,,92.0,Nigeria,"Abakaliki, Owo",,Oct 10,2018.0,,Oct 10,2020.0,,False,,,False,False,,Seroprevalence,23 - 32,,
